Date,Item_Description,HS_Code,Country_of_Origin,Quantity,Net_Mass_kg,Gross_Mass_kg,CIF_Value_USD,CIF_Value_UGX,Unit_Price_Actual_UGX,Unit_Price_Predicted_UGX,Tax_Rate,Currency_Code,Valuation_Label
2025-01-07,Electronics,8517,Kenya,1558,9487,9607,209609.49,775555110.71,497788.9,522205.47,0.1,USD,
2025-01-09,Food Products,0702,Japan,2079,3604,4003,455369.29,1684866357.07,810421.53,960972.67,0.05,USD,
2022-07-12,Machinery,8479,South Korea,1949,1887,2308,217589.31,805080440.75,413073.6,479009.33,0.2,USD,
2022-11-02,Machinery,8430,Japan,219,9242,9545,216204.15,799955340.14,3652764.11,3374510.21,0.2,USD,
2024-08-24,Food Products,0403,Germany,2961,5368,5549,77559.96,286971836.17,96917.2,110060.23,0.1,USD,
2024-12-05,Electronics,8517,Kenya,1907,6856,7298,484660.54,1793244001.3,940348.19,915452.39,0.1,USD,
2022-12-18,Pharmaceuticals,2941,Japan,2481,9257,9519,329921.33,1220708914.12,492022.94,448054.58,0.05,USD,
2022-09-09,Textiles,5407,Japan,1733,2153,2361,396635.51,1467551402.45,846827.12,790112.5,0.1,USD,
2024-10-25,Machinery,8481,USA,741,595,1068,201946.57,747202313.51,1008370.19,987682.48,0.2,USD,
2024-06-13,Pharmaceuticals,2937,India,3304,3746,3949,242096.49,895757017.06,271112.9,217244.52,0.15,USD,1.0
2022-11-21,Machinery,8479,India,922,616,734,115624.98,427812428.7,464004.8,374442.36,0.2,USD,1.0
2023-05-06,Machinery,8481,India,4545,5856,6151,248475.8,919360470.19,202279.53,219956.36,0.15,USD,
2023-04-15,Pharmaceuticals,2941,Japan,1937,6662,6837,412955.84,1527936620.31,788816.01,856415.52,0.15,USD,
2025-01-23,Textiles,6110,Kenya,3304,150,362,349342.59,1292567598.81,391212.95,421024.9,0.05,USD,
2022-09-18,Food Products,0403,China,654,4386,4514,28243.92,104502516.63,159789.78,140818.44,0.1,USD,
2023-02-02,Textiles,5408,Germany,3537,1374,1547,61218.78,226509484.16,64040.0,64660.91,0.1,USD,
2024-07-11,Textiles,6110,South Korea,3889,2618,3093,420207.5,1554767761.39,399786.0,397207.83,0.1,USD,
2024-03-04,Textiles,5407,Kenya,4926,8453,8817,63262.35,234070682.66,47517.39,42217.48,0.1,USD,
2024-01-07,Food Products,0403,South Korea,3564,2342,2830,197902.41,732238914.87,205454.24,177157.37,0.05,USD,
2023-08-08,Machinery,8481,USA,4602,1615,2010,372298.63,1377504927.5,299327.45,325586.94,0.15,USD,
2024-07-23,Machinery,8479,South Korea,1428,1209,1447,352816.78,1305422071.22,914161.11,755152.78,0.2,USD,1.0
2024-06-28,Textiles,5408,USA,2082,8423,8758,277433.27,1026503098.32,493037.03,559266.4,0.05,USD,
2023-08-26,Machinery,8430,USA,2914,9800,10105,189112.78,699717296.55,240122.61,280163.06,0.2,USD,
2023-01-21,Pharmaceuticals,2937,Kenya,877,7998,8172,39406.89,145805476.91,166254.82,159633.39,0.15,USD,
2022-08-12,Electronics,8542,South Africa,4378,7907,7955,202551.35,749439990.87,171183.19,198243.46,0.15,USD,
2022-09-26,Pharmaceuticals,3004,Japan,1496,7056,7371,316808.23,1172190440.18,783549.76,916070.04,0.05,USD,
2025-01-21,Food Products,0403,India,3039,4720,5015,154791.22,572727521.6,188459.2,217651.38,0.1,USD,
2022-04-19,Textiles,6110,India,863,5375,5468,17911.53,66272647.44,76793.33,90169.0,0.1,USD,
2024-05-28,Food Products,0702,Kenya,45,9619,9840,206823.07,765245355.77,17005452.35,15516882.96,0.05,USD,
2023-02-12,Pharmaceuticals,2941,South Korea,1296,4328,4606,482926.94,1786829685.53,1378726.61,1240532.09,0.05,USD,
2023-08-27,Machinery,8430,Japan,2035,7696,7808,251960.35,932253304.04,458109.73,397384.71,0.15,USD,
2024-11-12,Food Products,0702,USA,2401,537,651,483695.44,1789673122.03,745386.56,644788.3,0.05,USD,
2023-07-06,Textiles,6110,USA,236,6343,6635,288772.52,1068458342.14,4527365.86,4048839.54,0.1,USD,
2023-12-25,Machinery,8479,China,3296,3614,3983,23522.07,87031645.97,26405.23,31236.57,0.15,USD,
2022-05-12,Machinery,8479,South Korea,307,3290,3404,203910.4,754468486.6,2457552.07,2148267.2,0.2,USD,
2023-04-07,Food Products,0403,China,4096,6664,7069,498061.19,1842826396.21,449908.79,443869.67,0.1,USD,
2025-04-05,Machinery,8430,India,663,5183,5252,273312.27,1011255415.5,1525272.12,1399480.69,0.2,USD,
2024-04-06,Food Products,0403,USA,1592,8215,8361,113798.68,421055125.44,264481.86,246921.83,0.1,USD,
2023-10-18,Electronics,8523,South Africa,4021,3558,3697,495997.86,1835192080.43,456401.91,520150.27,0.1,USD,
2023-07-21,Food Products,0403,Japan,4576,6932,7336,150504.14,556865309.14,121692.59,108645.5,0.05,USD,
2024-04-12,Machinery,8430,USA,913,165,348,103257.19,382051613.35,418457.41,420552.65,0.15,USD,
2023-10-04,Food Products,0403,South Korea,2798,5263,5541,308019.61,1139672561.11,407316.86,398847.34,0.05,USD,
2023-03-06,Food Products,0403,Japan,3545,3415,3442,497929.74,1842340023.46,519700.99,545180.96,0.05,USD,
2022-10-26,Pharmaceuticals,3004,South Korea,2256,6314,6481,81914.61,303084045.29,134345.76,118935.19,0.05,USD,
2024-06-06,Food Products,1701,Germany,3275,2941,3080,197518.67,730819083.26,223150.87,203051.53,0.1,USD,
2023-02-17,Machinery,8481,India,3849,6292,6770,38428.11,142184011.12,36940.51,33892.94,0.2,USD,
2023-11-30,Machinery,8430,South Africa,756,935,1177,69615.3,257576610.49,340709.8,332343.85,0.2,USD,
2023-08-01,Pharmaceuticals,2937,Kenya,3430,6180,6624,415210.91,1536280384.66,447895.16,431362.38,0.05,USD,
2024-06-28,Machinery,8430,USA,3335,7427,7576,317736.5,1175625048.74,352511.26,386920.01,0.2,USD,
2024-08-15,Textiles,5407,South Africa,1676,9556,9616,86194.59,318919976.12,190286.38,194065.38,0.05,USD,
2023-08-20,Electronics,8517,South Africa,263,9606,9985,97024.75,358991570.38,1364986.96,1183028.93,0.1,USD,
2024-08-07,Food Products,1701,China,4853,1002,1368,468122.48,1732053183.72,356903.6,414763.09,0.1,USD,
2023-04-06,Machinery,8481,India,3085,8160,8526,43080.66,159398459.81,51668.87,45581.53,0.2,USD,
2024-01-30,Electronics,8542,South Korea,2805,9397,9733,473682.63,1752625741.91,624822.01,646519.38,0.1,USD,
2024-11-14,Pharmaceuticals,2941,South Africa,2693,579,698,470005.59,1739020667.62,645755.91,521449.66,0.15,USD,1.0
2023-07-31,Machinery,8430,Japan,3248,990,1311,460251.06,1702928929.13,524300.78,626965.35,0.15,USD,
2024-12-20,Pharmaceuticals,2937,India,2093,1322,1619,238588.88,882778846.02,421776.8,436724.14,0.05,USD,
2023-11-20,Electronics,8542,South Korea,1095,9057,9073,192855.38,713564923.96,651657.46,590953.7,0.1,USD,
2025-02-08,Machinery,8479,India,1335,4407,4830,69024.37,255390152.52,191303.49,211474.29,0.15,USD,
2022-06-22,Pharmaceuticals,3004,South Korea,3730,8193,8363,400308.25,1481140512.54,397088.61,319526.07,0.05,USD,1.0
2024-03-09,Textiles,5407,USA,2856,8609,8956,340661.91,1260449080.4,441333.71,393138.15,0.1,USD,
2024-10-09,Electronics,8523,USA,1682,6956,7161,121306.17,448832834.29,266844.73,301281.46,0.15,USD,
2023-08-13,Food Products,0403,Germany,1278,902,1174,303426.86,1122679399.1,878465.88,885671.23,0.1,USD,
2022-06-04,Food Products,0403,South Korea,3187,5448,5935,285534.69,1056478359.11,331496.19,333740.75,0.1,USD,
2022-08-17,Pharmaceuticals,2941,Germany,3061,7286,7568,37781.56,139791790.03,45668.67,44481.35,0.15,USD,
2022-07-17,Textiles,5408,USA,4382,7831,8281,76823.57,284247209.77,64867.0,65103.67,0.1,USD,
2022-11-15,Textiles,5408,USA,817,815,1143,412794.22,1527338603.15,1869447.49,1551637.06,0.05,USD,1.0
2024-07-22,Pharmaceuticals,2937,Germany,2612,7149,7331,55144.48,204034581.54,78114.31,93714.07,0.05,USD,
2023-07-19,Machinery,8430,Kenya,4680,2749,2976,130775.94,483870960.04,103391.23,109376.01,0.2,USD,
2023-08-29,Pharmaceuticals,2937,China,2067,2697,3112,256408.5,948711447.41,458979.9,548382.88,0.05,USD,
2024-08-17,Textiles,6110,China,1100,9571,9646,317864.95,1176100311.78,1069182.1,1157590.8,0.05,USD,
2022-10-28,Food Products,0403,Germany,1738,2299,2789,134476.02,497561276.03,286283.82,237827.25,0.05,USD,1.0
2022-05-17,Food Products,1701,India,3458,2113,2484,41178.78,152361494.15,44060.58,49503.07,0.1,USD,
2024-11-29,Food Products,1701,China,351,8620,9031,156673.43,579691676.44,1651543.24,1331799.51,0.1,USD,1.0
2023-01-03,Machinery,8481,Japan,1021,6788,6838,401705.77,1486311361.02,1455740.8,1624497.61,0.2,USD,
2022-06-08,Electronics,8517,Germany,1442,1522,1984,85210.56,315279073.47,218640.13,248566.95,0.15,USD,
2022-06-11,Textiles,6110,USA,1700,4869,5004,312742.07,1157145642.55,680673.91,782153.69,0.05,USD,
2025-02-02,Machinery,8481,Japan,2837,8946,9368,352363.26,1303744054.51,459550.25,439631.89,0.2,USD,
2025-03-27,Pharmaceuticals,3004,Kenya,1419,9731,9881,225043.58,832661258.12,586794.4,685115.14,0.05,USD,
2024-09-24,Electronics,8517,India,2563,2000,2104,419501.44,1552155343.66,605600.99,608827.41,0.15,USD,
2022-11-25,Machinery,8430,USA,4063,5623,6039,63693.46,235665801.14,58002.9,48775.01,0.15,USD,
2023-02-19,Pharmaceuticals,3004,Japan,1238,4135,4359,463077.77,1713387766.62,1383996.58,1488678.73,0.15,USD,
2025-02-18,Food Products,0403,Japan,1291,1433,1801,186737.2,690927656.45,535187.96,584756.17,0.1,USD,
2023-02-01,Pharmaceuticals,3004,Germany,1602,3739,4122,155383.78,574919986.25,358876.4,427901.78,0.15,USD,
2024-05-22,Food Products,0702,China,1525,4594,4686,200170.41,740630514.86,485659.35,577325.11,0.05,USD,
2022-12-24,Pharmaceuticals,3004,South Korea,1918,9269,9376,384497.72,1422641574.45,741731.79,866064.72,0.15,USD,
2024-05-15,Machinery,8430,India,2195,6973,7321,484340.86,1792061189.43,816428.79,697447.37,0.2,USD,
2022-12-12,Textiles,5408,Kenya,3419,3753,4170,229326.58,848508344.06,248174.42,203903.46,0.1,USD,1.0
2024-11-21,Machinery,8481,South Korea,4467,830,1147,83145.55,307638531.66,68869.16,73020.46,0.15,USD,
2023-03-13,Pharmaceuticals,2937,Japan,2989,9495,9899,260900.13,965330497.45,322961.02,301302.2,0.05,USD,
2024-03-06,Electronics,8517,Japan,1914,3308,3331,181757.77,672503756.21,351360.37,412356.1,0.1,USD,
2024-06-30,Machinery,8430,USA,3865,8823,9170,457235.08,1691769789.95,437715.34,457878.88,0.2,USD,
2022-09-21,Food Products,0702,South Korea,4613,2766,3170,389353.03,1440606213.2,312292.7,251897.61,0.05,USD,1.0
2023-01-15,Food Products,0403,USA,2517,5756,5957,289723.81,1071978098.64,425895.15,398305.18,0.1,USD,
2022-05-15,Machinery,8479,China,2545,8292,8629,348526.36,1289547534.4,506698.44,561901.39,0.15,USD,
2023-06-05,Machinery,8430,South Korea,332,2551,2678,80609.96,298256836.52,898363.97,1036136.44,0.2,USD,
2022-10-31,Pharmaceuticals,2941,India,4622,8688,9099,359880.81,1331559008.14,288091.52,239473.11,0.05,USD,1.0
2023-09-19,Electronics,8523,Japan,1402,3668,3770,431503.04,1596561248.54,1138774.07,1340285.11,0.15,USD,
2023-08-23,Food Products,0702,Kenya,2789,8158,8276,174616.16,646079803.18,231652.85,265369.28,0.1,USD,
2023-04-17,Electronics,8517,China,4715,9475,9878,17361.23,64236541.26,13623.87,12585.45,0.15,USD,
2022-08-01,Textiles,6110,USA,1709,2995,3031,67456.34,249588465.73,146043.57,167819.92,0.1,USD,
2022-10-26,Pharmaceuticals,2941,South Africa,4619,3595,3702,41904.79,155047722.23,33567.38,31001.93,0.05,USD,
2022-05-13,Pharmaceuticals,2937,Kenya,1002,8602,8628,445812.68,1649506928.3,1646214.5,1328292.94,0.05,USD,1.0
2023-03-05,Machinery,8481,Kenya,4099,5608,5712,93581.81,346252689.02,84472.48,68135.79,0.15,USD,1.0
2024-06-15,Food Products,0702,Kenya,2695,333,773,283091.98,1047440317.84,388660.6,407979.94,0.05,USD,
2024-02-05,Textiles,5407,Kenya,3927,3289,3610,50006.48,185023966.61,47115.86,38184.29,0.05,USD,1.0
2023-09-28,Electronics,8542,Germany,1809,3359,3729,146714.1,542842183.52,300078.6,288407.91,0.1,USD,
2024-06-05,Machinery,8479,India,3685,3445,3714,461207.73,1706468598.15,463085.1,499709.32,0.15,USD,
2024-01-11,Machinery,8481,South Korea,884,283,746,166948.83,617710667.19,698767.72,630487.36,0.15,USD,
2023-02-02,Machinery,8479,China,4456,6683,7049,335739.7,1242236894.12,278778.48,285897.47,0.2,USD,
2022-05-11,Pharmaceuticals,2937,China,3748,3070,3174,67663.37,250354485.32,66796.82,57532.12,0.15,USD,
2023-08-15,Food Products,1701,South Korea,3349,4892,5361,213760.89,790915292.4,236164.61,243851.28,0.05,USD,
2024-04-19,Electronics,8517,India,2562,8505,8984,349802.98,1294271017.29,505179.94,419592.65,0.15,USD,1.0
2022-08-04,Food Products,1701,Germany,2239,3787,4210,55318.75,204679370.54,91415.53,81623.17,0.05,USD,
2022-07-15,Electronics,8523,South Korea,2276,187,341,402394.7,1488860398.71,654156.59,667911.33,0.15,USD,
2023-06-29,Food Products,1701,USA,386,2073,2328,298184.28,1103281830.73,2858243.08,2857078.72,0.05,USD,
2024-04-23,Textiles,6110,Kenya,2450,5556,5706,444725.2,1645483231.58,671625.81,683944.45,0.1,USD,
2024-09-13,Electronics,8523,South Korea,717,9641,9988,250966.43,928575780.45,1295084.77,1490328.91,0.1,USD,
2023-07-22,Food Products,0403,Germany,2796,3438,3732,278162.11,1029199806.45,368097.21,298391.09,0.1,USD,1.0
2023-11-09,Electronics,8523,Japan,1151,2776,2848,92696.94,342978693.63,297983.23,334918.58,0.1,USD,
2025-02-14,Food Products,1701,India,434,1118,1603,334833.18,1238882757.38,2854568.57,3421912.68,0.05,USD,
2023-04-04,Textiles,5407,Kenya,514,8290,8456,106869.09,395415621.63,769291.09,724849.46,0.1,USD,
2023-09-24,Electronics,8523,South Korea,567,8433,8783,263464.5,974818648.48,1719256.88,1470932.96,0.1,USD,
2023-07-11,Electronics,8542,China,2770,2184,2525,235504.41,871366319.52,314572.68,272838.64,0.1,USD,
2022-10-09,Food Products,0702,Japan,2585,1834,2156,36827.03,136260010.5,52711.8,42976.62,0.05,USD,1.0
2025-01-01,Electronics,8517,Kenya,572,7276,7423,399144.14,1476833301.05,2581876.4,2715521.99,0.15,USD,
2024-06-30,Textiles,5408,Japan,372,9533,9730,446273.03,1651210211.99,4438737.13,4152554.4,0.05,USD,
2022-07-19,Textiles,5407,China,4262,6981,7119,415915.57,1538887616.94,361071.71,334923.36,0.1,USD,
2023-01-19,Food Products,0702,South Korea,2485,2961,3010,352115.86,1302828697.97,524277.14,516508.87,0.1,USD,
2023-03-23,Machinery,8479,Kenya,2312,7828,7995,346021.01,1280277748.5,553753.35,467031.86,0.2,USD,
2025-04-02,Machinery,8479,Kenya,3208,8340,8367,162514.77,601304654.63,187439.11,186937.79,0.2,USD,
2023-08-31,Textiles,6110,South Africa,2869,4701,5189,21453.66,79378529.94,27667.66,27871.34,0.1,USD,
2025-01-26,Electronics,8517,Germany,4460,8241,8686,328488.37,1215406986.16,272512.78,316792.72,0.15,USD,
2023-08-27,Machinery,8481,Germany,1866,203,387,79994.28,295978820.15,158616.73,151410.69,0.15,USD,
2023-04-12,Electronics,8523,South Africa,768,738,802,360750.22,1334775803.72,1737989.33,1992222.39,0.15,USD,
2024-08-05,Machinery,8479,Germany,4227,3957,4016,283110.67,1047509477.83,247813.93,230322.72,0.2,USD,
2022-11-25,Pharmaceuticals,3004,India,706,512,940,255732.98,946212019.19,1340243.65,1549797.47,0.05,USD,
2023-02-24,Pharmaceuticals,2941,South Africa,4316,1811,2206,212185.14,785085024.73,181901.07,204136.51,0.05,USD,
2025-04-06,Machinery,8430,Germany,4727,2761,3049,423389.75,1566542066.71,331403.02,323853.37,0.2,USD,
2022-07-31,Pharmaceuticals,2937,Japan,2403,8247,8465,104550.03,386835095.57,160980.06,145693.39,0.05,USD,
2022-08-07,Textiles,6110,Kenya,850,1078,1317,455139.62,1684016589.68,1981195.99,2219188.1,0.1,USD,
2022-11-20,Electronics,8517,Kenya,4692,846,1288,83062.71,307332021.51,65501.28,68716.13,0.15,USD,
2024-11-05,Electronics,8523,India,549,5167,5623,385415.05,1426035668.25,2597514.88,2762897.02,0.15,USD,
2024-10-01,Food Products,0702,USA,3753,3571,3943,172150.92,636958391.02,169719.8,153483.64,0.05,USD,
2024-11-27,Food Products,0702,China,1745,9700,10027,254679.87,942315536.68,540008.9,485855.69,0.1,USD,
2024-03-13,Food Products,0403,Kenya,3430,1032,1075,437832.96,1619981938.67,472297.94,446089.48,0.1,USD,
2022-09-30,Electronics,8542,USA,3585,8584,8982,304801.13,1127764172.2,314578.57,333080.97,0.15,USD,
2024-11-01,Electronics,8523,Germany,3087,1845,2199,401265.66,1484682930.01,480946.85,475398.05,0.15,USD,
2023-01-23,Food Products,0702,South Africa,2923,8518,8589,432174.5,1599045663.01,547056.33,446346.43,0.05,USD,1.0
2024-01-07,Textiles,5407,India,3531,4459,4736,496570.57,1837311117.27,520337.33,485293.49,0.1,USD,
2022-11-18,Food Products,0702,India,3647,5690,6000,230064.96,851240361.78,233408.38,197729.86,0.1,USD,
2024-07-26,Food Products,1701,India,3255,8725,8875,464865.8,1720003474.67,528418.89,574347.73,0.1,USD,
2023-06-27,Machinery,8481,South Africa,3621,1383,1415,259410.16,959817604.19,265069.76,316805.8,0.15,USD,
2024-11-26,Textiles,5408,Japan,4610,397,686,458535.57,1696581624.04,368022.04,417174.41,0.05,USD,
2023-04-13,Food Products,0702,Germany,3120,5346,5646,273791.55,1013028748.15,324688.7,340388.01,0.05,USD,
2022-07-09,Food Products,0702,China,4419,7605,7752,363203.84,1343854215.94,304108.22,261820.42,0.05,USD,
2024-10-13,Electronics,8542,Germany,3321,6361,6506,136631.4,505536170.2,152224.08,174577.93,0.15,USD,
2025-01-07,Textiles,5408,South Africa,1630,9170,9229,101142.33,374226611.43,229586.88,234632.28,0.1,USD,
2022-08-31,Food Products,1701,India,1429,6739,7197,42113.05,155818293.85,109040.09,96199.05,0.1,USD,
2023-10-30,Pharmaceuticals,2937,Japan,3608,2278,2406,129839.4,480405794.33,133150.16,147986.14,0.05,USD,
2023-12-19,Pharmaceuticals,2941,Kenya,3889,919,944,376719.67,1393862785.33,358411.62,324141.93,0.15,USD,
2024-09-06,Electronics,8517,Germany,4272,5314,5697,108519.04,401520441.89,93988.87,89144.95,0.1,USD,
2022-12-10,Electronics,8542,Kenya,2428,6918,7410,165451.55,612170723.95,252129.62,264855.18,0.15,USD,
2024-07-12,Electronics,8542,India,3214,3949,4110,340449.42,1259662852.5,391929.95,442075.78,0.15,USD,
2024-10-28,Pharmaceuticals,2937,South Africa,2698,5607,6035,410505.53,1518870477.78,562961.63,550436.17,0.15,USD,
2022-05-12,Food Products,0702,Japan,835,3832,4076,322832.06,1194478627.15,1430513.33,1331183.93,0.05,USD,
2022-05-31,Pharmaceuticals,3004,South Africa,1643,4675,4694,35412.16,131025002.29,79747.41,87884.68,0.15,USD,
2024-11-22,Electronics,8542,India,4537,2629,2977,469600.02,1737520058.61,382966.73,313922.75,0.15,USD,1.0
2022-04-26,Pharmaceuticals,2941,Kenya,3476,2091,2214,61178.23,226359444.31,65120.67,57539.27,0.15,USD,
2025-04-06,Pharmaceuticals,2941,China,1694,2687,2950,70065.04,259240632.9,153034.61,176202.73,0.05,USD,
2024-11-25,Machinery,8481,Japan,445,4485,4717,52414.04,193931965.17,435802.17,422937.92,0.2,USD,
2023-02-27,Electronics,8523,South Korea,1301,5678,5746,330232.53,1221860362.59,939170.15,1098695.55,0.1,USD,
2022-08-01,Electronics,8542,USA,1341,8626,8808,44448.05,164457775.67,122638.16,109241.34,0.1,USD,
2022-11-10,Textiles,5408,South Korea,1974,3031,3119,300197.9,1110732228.74,562680.97,577967.9,0.1,USD,
2023-11-10,Food Products,0403,Japan,3106,2657,2691,210194.87,777721020.51,250393.12,249188.12,0.05,USD,
2023-10-19,Pharmaceuticals,2937,Japan,3594,637,805,454086.56,1680120279.41,467479.21,419116.11,0.05,USD,
2023-06-20,Food Products,0702,India,567,1327,1464,498422.24,1844162305.74,3252490.84,3722156.64,0.05,USD,
2022-12-22,Food Products,1701,India,2283,2700,3161,137258.05,507854770.89,222450.62,206327.13,0.05,USD,
2023-08-01,Electronics,8517,South Korea,2064,3757,3900,119726.34,442987452.43,214625.7,253958.11,0.15,USD,
2024-05-20,Electronics,8517,USA,3952,4151,4328,136768.95,506045130.02,128047.86,107232.5,0.15,USD,
2022-05-29,Pharmaceuticals,2941,Germany,4477,8022,8238,461762.46,1708521096.31,381621.87,375030.78,0.15,USD,
2022-11-20,Electronics,8523,USA,1813,3408,3582,451073.71,1668972724.41,920558.59,1025219.69,0.1,USD,
2024-03-05,Pharmaceuticals,2941,Japan,4973,4947,5294,239439.22,885925110.64,178147.02,155987.72,0.15,USD,
2024-06-30,Textiles,5408,South Africa,4576,8271,8751,281086.78,1040021089.04,227277.34,204638.52,0.1,USD,
2024-10-24,Textiles,6110,Kenya,3512,5533,5758,248009.21,917634065.92,261285.33,274348.73,0.05,USD,
2022-11-12,Textiles,5408,Japan,1299,2316,2349,120692.0,446560394.23,343772.44,398653.3,0.1,USD,
2022-12-16,Food Products,0403,Japan,699,8036,8337,13356.25,49418128.29,70698.32,64730.07,0.1,USD,
2022-07-17,Food Products,0702,Germany,4065,4281,4302,404254.61,1495742057.63,367956.23,371477.93,0.05,USD,
2023-03-14,Pharmaceuticals,3004,China,4526,3916,3988,164775.5,609669367.68,134703.79,141650.9,0.05,USD,
2023-09-08,Food Products,0403,South Korea,1671,9760,10035,259792.06,961230619.14,575242.74,675692.18,0.05,USD,
2024-06-14,Food Products,1701,Kenya,4217,9910,10165,402035.15,1487530058.38,352746.04,300007.1,0.05,USD,
2022-08-29,Electronics,8517,Japan,534,8270,8353,367831.83,1360977776.33,2548647.52,2570917.54,0.1,USD,
2024-06-16,Food Products,0702,Japan,176,7261,7542,430092.04,1591340534.62,9041707.58,7511473.05,0.1,USD,1.0
2025-03-21,Textiles,5408,India,672,4652,5005,373851.31,1383249854.04,2058407.52,2092893.67,0.1,USD,
2024-05-06,Pharmaceuticals,2937,Japan,4835,6145,6348,270845.94,1002129980.95,207265.77,244852.16,0.15,USD,
2023-12-08,Machinery,8479,China,3021,2013,2365,424408.62,1570311897.54,519798.71,506197.1,0.2,USD,
2024-06-27,Food Products,1701,Kenya,1865,4469,4802,359591.38,1330488090.7,713398.44,817892.39,0.05,USD,
2024-07-24,Electronics,8523,USA,4318,9457,9640,415624.74,1537811553.47,356139.78,371885.78,0.15,USD,
2023-01-10,Food Products,0403,Germany,273,7835,7883,396877.18,1468445563.89,5378921.48,4312093.13,0.05,USD,1.0
2022-09-28,Machinery,8481,Germany,2422,9465,9846,77199.86,285639467.41,117935.37,105999.64,0.2,USD,
2023-08-03,Textiles,6110,India,2653,3554,3961,386981.92,1431833098.73,539703.39,556932.58,0.1,USD,
2023-06-16,Textiles,5408,USA,3680,3556,3626,138445.34,512247763.6,139197.76,114734.07,0.1,USD,1.0
2025-04-17,Machinery,8481,USA,2246,5667,6095,354281.84,1310842796.16,583634.37,524780.22,0.15,USD,
2022-09-05,Electronics,8542,India,450,4853,4872,174922.37,647212778.8,1438250.62,1642300.2,0.1,USD,
2024-09-21,Machinery,8430,India,2209,6513,6838,92698.2,342983350.55,155266.34,149664.99,0.15,USD,
2023-11-03,Food Products,0702,South Africa,626,9924,10346,210819.81,780033286.64,1246059.56,1470379.69,0.1,USD,
2023-02-20,Machinery,8430,USA,2516,2760,2875,358083.61,1324909361.46,526593.55,504106.89,0.15,USD,
2024-05-31,Textiles,6110,Japan,1064,7332,7504,111214.47,411493552.83,386742.06,434106.08,0.1,USD,
2023-04-02,Electronics,8523,South Korea,4955,3948,4229,350075.83,1295280559.33,261408.79,281664.87,0.15,USD,
2022-09-05,Electronics,8523,India,769,4975,5233,382925.44,1416824118.22,1842424.08,2174361.7,0.1,USD,
2024-03-01,Electronics,8523,Germany,4142,6482,6795,206515.65,764107896.18,184478.0,155161.35,0.1,USD,
2024-09-18,Machinery,8430,South Korea,2072,7351,7372,62639.7,231766881.97,111856.6,98443.0,0.2,USD,
2023-02-09,Food Products,0702,China,1797,1874,1979,361975.71,1339310127.97,745303.35,618918.85,0.1,USD,1.0
2022-06-04,Textiles,5408,South Africa,1149,512,776,428384.88,1585024056.84,1379481.34,1155664.47,0.1,USD,
2024-03-31,Electronics,8542,South Korea,1480,3692,3965,467340.74,1729160746.94,1168351.86,1216632.54,0.15,USD,
2023-06-10,Electronics,8523,South Africa,515,736,1104,235004.78,869517698.66,1688383.88,2003737.09,0.15,USD,
2023-09-21,Pharmaceuticals,3004,South Korea,1930,6814,7065,15487.68,57304399.51,29691.4,26182.72,0.05,USD,
2025-02-24,Pharmaceuticals,3004,Kenya,2994,3009,3281,347517.44,1285814510.02,429463.76,475179.36,0.15,USD,
2022-12-21,Machinery,8479,Kenya,3546,527,889,149253.84,552239198.45,155735.81,131916.95,0.15,USD,
2023-05-29,Food Products,0403,South Africa,3283,2322,2643,187610.52,694158918.11,211440.43,252364.53,0.05,USD,
2023-09-03,Electronics,8542,Germany,3841,1573,1690,257077.74,951187652.25,247640.63,225911.14,0.1,USD,
2023-06-11,Textiles,5408,USA,715,5964,6399,342488.98,1267209223.27,1772320.59,1549496.6,0.05,USD,
2023-02-19,Electronics,8542,India,1099,5740,5971,341922.65,1265113800.98,1151149.96,958851.38,0.1,USD,1.0
2023-05-13,Machinery,8479,USA,1496,6445,6700,460603.12,1704231551.71,1139192.21,1112004.16,0.2,USD,
2023-09-05,Food Products,0702,Kenya,2406,4899,5118,2713.15,10038650.64,4172.34,3821.95,0.1,USD,
2023-06-07,Pharmaceuticals,3004,South Korea,4927,3383,3856,228831.15,846675265.6,171843.98,170974.94,0.15,USD,
2023-09-16,Food Products,0403,Germany,460,697,839,223102.31,825478538.87,1794518.56,1953028.39,0.1,USD,
2025-02-20,Food Products,1701,USA,2279,829,1324,152802.25,565368328.9,248077.37,284085.75,0.05,USD,
2024-11-08,Food Products,0702,Japan,1998,4225,4371,86418.1,319746967.87,160033.52,166534.9,0.05,USD,
2022-09-21,Pharmaceuticals,2941,India,4147,1809,1894,474284.91,1754854185.12,423162.33,448427.27,0.05,USD,
2025-03-10,Pharmaceuticals,2937,India,1443,5212,5480,12381.45,45811371.8,31747.31,36177.01,0.05,USD,
2023-11-25,Food Products,0702,South Korea,4379,4550,5015,137131.22,507385506.36,115867.89,117517.19,0.1,USD,
2023-08-17,Food Products,1701,Kenya,3763,2702,3031,324403.84,1200294199.47,318972.68,267174.62,0.05,USD,
2023-05-07,Textiles,5408,USA,4190,3188,3398,269633.88,997645339.06,238101.51,240836.89,0.1,USD,
2022-06-18,Machinery,8479,China,166,9774,10169,465704.62,1723107104.41,10380163.28,11630318.01,0.15,USD,
2023-12-17,Food Products,1701,Germany,624,2562,2598,104292.68,385882911.83,618402.1,515492.53,0.05,USD,
2024-02-28,Machinery,8430,Germany,4355,1750,2214,65059.35,240719576.56,55274.3,48504.85,0.2,USD,
